order_id,customer_id,order_date,status,discount_amount
O000259,C01130,2025-10-27,Completed,5
O000260,C01341,2026-01-13,Cancelled,15
O000261,C00110,2026-04-01,Completed,10
O000262,C01718,2026-04-12,Completed,5
O000263,C00592,2026-04-09,Cancelled,0
O000264,C01520,2026-05-24,Completed,0
O000265,C00909,2026-07-26,Completed,0
O000266,C00099,2026-01-17,Completed,5
O000267,C01519,2025-07-21,Completed,15
O000268,C01970,2025-11-03,Completed,0
O000269,C01995,2025-05-26,Completed,15
O000270,C01921,2025-10-22,Completed,5
O000271,C01411,2026-06-08,Completed,15
O000272,C00802,2026-02-05,Completed,15
O000273,C01778,2025-05-21,Completed,0
O000274,C00912,2026-02-15,Completed,30
O000275,C01330,2026-08-01,Completed,5
O000276,C01582,2026-05-24,Completed,0
O000277,C01403,2025-08-15,Cancelled,0
O000278,C00789,2026-04-13,Completed,0
O000279,C01178,2026-02-20,Completed,0
O000280,C00759,2025-07-10,Completed,5
O000281,C00708,2026-06-17,Completed,5
O000282,C00275,2026-06-26,Completed,10
O000283,C00477,2026-05-04,Completed,30
O000284,C01735,2026-07-20,Completed,0
O000285,C00159,2026-04-06,Completed,0
O000286,C01071,2025-09-10,Completed,0
O000287,C01609,2026-01-02,Completed,0
O000288,C00799,2025-04-15,Completed,0
O000289,C00827,2026-08-03,Completed,5
O000290,C00950,2026-07-20,Completed,10
O000291,C01729,2026-05-06,Completed,0
O000292,C00138,2026-06-06,Completed,20
O000293,C01581,2026-03-28,Completed,5
O000294,C01987,2025-12-16,Completed,5
O000295,C01334,2025-08-06,Completed,15
O000296,C01152,2025-12-21,Completed,5
O000297,C00019,2026-03-03,Completed,0
O000298,C01987,2026-07-20,Completed,0
O000299,C00913,2025-09-12,Completed,20
O000300,C00917,2025-12-01,Completed,0
O000301,C01077,2026-04-13,Completed,5
O000302,C01028,2026-03-11,Completed,5
O000303,C00094,2026-07-18,Completed,0
O000304,C00852,2026-06-03,Completed,10
O000305,C01097,2026-02-18,Completed,10
O000306,C00768,2026-01-21,Completed,10
O000307,C00826,2025-10-09,Completed,0
O000308,C01101,2025-12-31,Completed,15
O000309,C00982,2025-07-05,Completed,10
O000310,C00352,2025-08-10,Completed,15
O000311,C00653,2026-04-18,Completed,30
O000312,C00721,2026-02-03,Completed,20
O000313,C01661,2025-11-11,Completed,20
O000314,C01083,2026-05-02,Completed,5
O000315,C01270,2026-02-27,Completed,30
O000316,C00850,2026-05-31,Completed,0
O000317,C01761,2026-02-24,Completed,10
O000318,C00746,2025-04-24,Completed,0
O000319,C01270,2026-07-16,Completed,5
O000320,C00985,2025-06-23,Completed,15
O000321,C01090,2025-11-01,Completed,5
O000322,C00558,2026-04-12,Completed,15
O000323,C01079,2026-02-07,Completed,5
O000324,C01200,2025-08-21,Completed,15
O000325,C01155,2025-12-03,Completed,0
O000326,C00495,2026-02-25,Completed,5
O000327,C01511,2026-03-29,Completed,0
O000328,C00971,2026-01-07,Completed,5
O000329,C00376,2026-06-05,Completed,0
O000330,C00887,2025-12-01,Completed,10
O000331,C00329,2026-06-06,Completed,0
O000332,C01047,2025-11-27,Completed,0
O000333,C00013,2026-06-07,Completed,20
O000334,C01636,2026-07-20,Completed,0
O000335,C00653,2026-01-25,Completed,5
O000336,C01324,2025-09-20,Completed,5
O000337,C01664,2025-09-14,Completed,0
O000338,C01001,2026-07-02,Completed,5
O000339,C00402,2025-10-23,Completed,5
O000340,C01876,2026-03-14,Completed,15
O000341,C01344,2025-07-28,Completed,20
O000342,C01379,2025-10-03,Completed,15
O000343,C01233,2026-04-13,Completed,5
O000344,C00617,2026-03-29,Completed,5
O000345,C00434,2026-04-13,Completed,15
O000346,C00257,2026-06-23,Cancelled,20
O000347,C00858,2026-04-20,Completed,5
O000348,C00623,2025-10-27,Completed,0
O000349,C01922,2025-12-31,Completed,20
O000350,C01352,2026-03-09,Completed,10
O000351,C00362,2025-12-28,Completed,0
O000352,C00736,2026-02-16,Completed,15
O000353,C01696,2026-05-27,Completed,5
O000354,C01404,2026-03-01,Completed,10
O000355,C00726,2025-02-14,Cancelled,0
O000356,C00585,2026-04-27,Completed,15
O000357,C01375,2026-03-11,Completed,0
O000358,C00989,2026-04-06,Cancelled,0
O000359,C00204,2026-03-08,Cancelled,30
O000360,C01078,2026-04-29,Completed,0
O000361,C00105,2026-01-25,Cancelled,5
O000362,C00668,2026-08-17,Completed,0
O000363,C00299,2026-04-14,Completed,15
O000364,C01775,2026-07-12,Completed,10
O000365,C00447,2025-04-26,Completed,0
O000366,C01944,2026-07-15,Completed,5
O000367,C01552,2026-06-03,Completed,0
O000368,C00875,2026-06-13,Completed,20
O000369,C00030,2026-06-03,Completed,15
O000370,C00747,2026-07-24,Completed,30
O000371,C00698,2025-11-22,Completed,10
O000372,C00351,2026-05-22,Completed,0
O000373,C01807,2026-01-19,Completed,0
O000374,C00353,2026-04-15,Completed,10
O000375,C00981,2026-02-11,Completed,15
O000376,C00659,2026-01-18,Completed,0
O000377,C00585,2026-06-15,Completed,15
O000378,C01234,2026-03-13,Completed,5
O000379,C01659,2026-08-04,Completed,20
O000380,C00860,2026-02-25,Completed,0
O000381,C01100,2025-05-30,Completed,5
O000382,C01235,2026-05-24,Cancelled,5
O000383,C00376,2025-09-11,Completed,0
O000384,C01297,2025-06-20,Completed,5
O000385,C01373,2025-12-01,Completed,5
O000386,C00770,2025-05-27,Completed,5
O000387,C01123,2026-07-15,Completed,5
O000388,C01213,2026-05-12,Completed,15
O000389,C00809,2026-07-15,Completed,15
O000390,C01138,2025-12-25,Completed,5
O000391,C01674,2026-01-28,Completed,0
O000392,C00798,2026-01-22,Completed,0
O000393,C00287,2026-03-28,Completed,15
O000394,C01047,2025-06-10,Completed,5
O000395,C01892,2025-09-18,Completed,0
O000396,C00327,2025-12-14,Completed,20
O000397,C00907,2026-02-18,Cancelled,20
O000398,C00073,2025-11-15,Cancelled,0
O000399,C00274,2025-08-10,Completed,0
O000400,C00124,2025-01-29,Completed,5
O000401,C00060,2026-05-16,Completed,10
O000402,C01241,2026-07-27,Completed,30
O000403,C01008,2025-11-14,Completed,10
O000404,C01189,2026-06-15,Completed,10
O000405,C01306,2025-12-18,Completed,15
O000406,C01793,2025-12-18,Completed,0
O000407,C01098,2025-12-14,Completed,10
O000408,C00623,2025-12-01,Completed,10
O000409,C00139,2025-12-05,Completed,15
O000410,C01750,2025-07-21,Completed,15
O000411,C00859,2026-04-22,Completed,5
O000412,C01914,2026-06-01,Completed,0
O000413,C01088,2026-01-02,Completed,0
O000414,C01941,2026-04-23,Cancelled,15
O000415,C01825,2025-08-27,Completed,0
O000416,C00988,2026-04-27,Completed,5
O000417,C00569,2026-05-07,Cancelled,0
O000418,C00577,2026-01-05,Completed,10
O000419,C01625,2026-04-15,Completed,10
O000420,C01667,2026-02-09,Completed,10
O000421,C00434,2025-11-22,Completed,15
O000422,C01390,2025-11-28,Completed,20
O000423,C00916,2025-12-10,Completed,10
O000424,C00977,2026-03-12,Completed,0
O000425,C00417,2026-05-19,Completed,0
O000426,C00792,2026-06-24,Completed,30
O000427,C00738,2025-04-19,Completed,0
O000428,C01228,2026-02-14,Completed,5
O000429,C01630,2026-04-30,Completed,0
O000430,C00698,2025-08-14,Completed,0
O000431,C00032,2025-08-17,Cancelled,20
O000432,C01205,2025-12-14,Completed,30
O000433,C01796,2026-05-20,Cancelled,5
O000434,C01316,2026-02-12,Completed,5
O000435,C01763,2026-04-20,Completed,10
O000436,C00880,2026-07-05,Completed,10
O000437,C01571,2026-02-15,Cancelled,0
O000438,C01913,2026-05-26,Completed,10
O000439,C01690,2026-04-07,Completed,10
O000440,C00668,2026-06-20,Completed,5
O000441,C00680,2025-08-16,Completed,0
O000442,C00459,2025-12-01,Completed,0
O000443,C01642,2026-01-16,Completed,0
O000444,C01849,2026-04-05,Completed,5
O000445,C00007,2026-05-27,Completed,10
O000446,C01878,2025-12-16,Completed,10
O000447,C01227,2026-07-20,Cancelled,0
O000448,C01441,2025-12-12,Completed,5
O000449,C00688,2025-08-13,Completed,10
O000450,C01973,2026-06-10,Completed,0
O000451,C00134,2025-11-15,Completed,0
O000452,C00607,2026-05-25,Completed,10
O000453,C00965,2025-12-04,Completed,0
O000454,C00826,2025-08-11,Completed,0
O000455,C01114,2026-06-12,Completed,5
O000456,C01557,2025-04-02,Completed,5
O000457,C01649,2026-05-16,Completed,0
O000458,C00975,2026-02-27,Completed,0
O000459,C01652,2025-07-31,Completed,10
O000460,C00620,2026-08-15,Completed,0
O000461,C01047,2025-06-30,Completed,5
O000462,C00479,2026-07-12,Completed,15
O000463,C00467,2025-11-18,Completed,0
O000464,C00989,2026-06-29,Completed,15
O000465,C01755,2026-05-20,Completed,0
O000466,C00853,2025-10-29,Completed,0
O000467,C01195,2026-04-02,Completed,5
O000468,C01251,2026-06-10,Completed,10
O000469,C01783,2026-06-10,Completed,0
O000470,C01969,2026-03-04,Completed,5
O000471,C01166,2025-06-29,Completed,5
O000472,C01521,2025-11-28,Completed,15
O000473,C01697,2026-01-29,Completed,0
O000474,C00985,2025-08-22,Completed,5
O000475,C01674,2025-12-31,Completed,5
O000476,C01723,2026-04-30,Completed,0
O000477,C00467,2025-10-12,Completed,30
O000478,C01980,2026-05-01,Completed,5
O000479,C00286,2026-08-16,Completed,20
O000480,C00775,2025-11-16,Completed,20
O000481,C00456,2026-05-24,Completed,5
O000482,C00929,2025-06-04,Completed,0
O000483,C01818,2026-07-23,Completed,0
O000484,C01185,2026-06-09,Cancelled,15
O000485,C01527,2026-03-20,Completed,0
O000486,C01086,2026-04-03,Completed,0
O000487,C01770,2026-03-18,Completed,0
O000488,C01673,2025-06-05,Completed,10
O000489,C00846,2026-06-03,Completed,10
O000490,C00408,2026-05-12,Completed,10
O000491,C00639,2025-10-05,Completed,0
O000492,C00203,2026-07-30,Completed,15
O000493,C00167,2026-01-13,Completed,5
O000494,C00473,2026-07-26,Completed,0
O000495,C01514,2026-03-11,Completed,0
O000496,C00892,2026-02-21,Completed,0
O000497,C00387,2026-04-29,Completed,20
O000498,C00740,2026-02-21,Completed,5
O000499,C00633,2026-07-27,Completed,5
O000500,C01664,2025-09-19,Completed,10
O000501,C01825,2025-08-20,Completed,5
O000502,C00344,2026-02-22,Completed,0
O000503,C00342,2026-03-01,Completed,30
O000504,C00545,2025-01-26,Completed,0
O000505,C00580,2026-05-15,Completed,10
O000506,C01460,2025-07-06,Completed,10
O000507,C01289,2026-02-24,Completed,0
O000508,C01837,2025-11-28,Completed,0
O000509,C01057,2026-06-08,Cancelled,5
O000510,C00517,2026-08-06,Cancelled,20
O000511,C00833,2026-04-30,Completed,15
O000512,C01049,2026-06-01,Completed,10
O000513,C00885,2025-09-26,Completed,20
O000514,C00953,2026-04-07,Completed,0
O000515,C01062,2026-01-17,Completed,10
O000516,C01392,2026-03-19,Completed,15
O000517,C01936,2025-12-24,Completed,0
O000518,C01600,2026-03-23,Completed,5
O000519,C01797,2026-08-08,Completed,0
O000520,C00377,2026-06-24,Completed,10
O000521,C00489,2026-03-26,Completed,15
O000522,C01041,2025-08-03,Cancelled,0
O000523,C01678,2026-05-31,Completed,0
O000524,C00237,2026-07-29,Completed,0
O000525,C00473,2026-02-28,Completed,0
O000526,C01664,2026-01-16,Completed,0
O000527,C01751,2026-07-31,Completed,0
O000528,C00258,2026-07-04,Completed,0
O000529,C01195,2026-07-21,Completed,15
O000530,C01804,2026-03-29,Completed,0
O000531,C00041,2026-07-31,Completed,15
O000532,C01535,2025-12-16,Completed,0
O000533,C01286,2025-09-02,Completed,0
O000534,C00266,2026-08-01,Completed,0
O000535,C01005,2025-12-07,Completed,20
O000536,C00888,2026-07-08,Completed,10
O000537,C01181,2026-07-06,Completed,0
O000538,C01155,2025-10-29,Completed,5
O000539,C01256,2026-02-22,Completed,0
O000540,C01355,2026-06-23,Completed,0
O000541,C00330,2025-07-04,Completed,20
O000542,C01961,2026-02-09,Completed,10
O000543,C00084,2026-05-14,Completed,30
O000544,C01627,2025-05-08,Completed,0
O000545,C00687,2025-06-20,Completed,15
O000546,C00223,2025-01-29,Completed,0
O000547,C01340,2026-08-06,Completed,5
O000548,C00165,2026-03-01,Completed,0
O000549,C01389,2025-12-23,Completed,30
O000550,C00019,2026-04-29,Completed,0
O000551,C00989,2026-04-08,Completed,0
O000552,C00721,2025-12-24,Completed,5
O000553,C01110,2026-05-17,Completed,30
O000554,C00898,2026-03-24,Completed,20
O000555,C00602,2026-05-01,Completed,10
O000556,C00624,2026-05-15,Completed,0
O000557,C01656,2025-11-13,Completed,5
O000558,C00793,2026-04-25,Completed,15
O000559,C00961,2026-08-06,Completed,0
O000560,C01769,2026-08-17,Completed,5
O000561,C00174,2026-05-23,Completed,20
O000562,C00628,2025-12-04,Completed,10
O000563,C01655,2025-07-15,Cancelled,20
O000564,C00434,2026-01-14,Completed,15
O000565,C00087,2026-03-30,Completed,10
O000566,C00560,2025-05-11,Completed,0
O000567,C00467,2025-05-18,Completed,15
O000568,C01165,2025-06-02,Completed,5
O000569,C00281,2026-05-20,Completed,20
O000570,C01235,2026-06-15,Completed,20
O000571,C00769,2026-04-02,Completed,0
O000572,C01539,2026-06-18,Completed,10
O000573,C00070,2026-05-23,Completed,0
O000574,C01168,2025-07-08,Completed,5
O000575,C01199,2026-01-08,Completed,0
O000576,C00798,2026-02-04,Completed,0
O000577,C01401,2026-01-04,Completed,0
O000578,C00225,2026-04-30,Completed,0
O000579,C01916,2026-06-19,Completed,10
O000580,C01937,2026-08-18,Completed,5
O000581,C01269,2026-04-11,Completed,20
O000582,C01836,2025-06-27,Completed,5
O000583,C00596,2026-06-17,Completed,15
O000584,C01013,2026-02-15,Completed,10
O000585,C01110,2025-08-28,Completed,15
O000586,C01641,2026-06-14,Completed,0
O000587,C01579,2025-09-16,Completed,15
O000588,C00391,2026-04-25,Completed,0
O000589,C01927,2026-05-22,Completed,15
O000590,C00677,2025-12-31,Completed,10
O000591,C01256,2026-08-07,Completed,20
O000592,C01759,2025-08-18,Completed,0
O000593,C00697,2026-01-05,Completed,0
O000594,C00639,2026-01-27,Completed,10
O000595,C01671,2025-08-19,Completed,0
O000596,C00975,2026-04-09,Completed,0
O000597,C00918,2025-11-22,Completed,5
O000598,C01050,2026-02-20,Completed,0
O000599,C00483,2026-01-12,Completed,5
O000600,C01231,2025-11-30,Completed,20
O000601,C00830,2026-04-13,Completed,15
O000602,C00163,2026-07-03,Completed,10
O000603,C01383,2025-12-19,Completed,20
O000604,C00307,2026-05-01,Completed,0
O000605,C01964,2026-02-08,Completed,30
O000606,C01433,2026-06-02,Completed,5
O000607,C01062,2026-01-21,Completed,5
O000608,C00001,2025-09-25,Completed,0
O000609,C01879,2026-08-01,Completed,0
O000610,C01505,2026-08-06,Completed,10
O000611,C00916,2026-08-11,Completed,20
O000612,C00641,2026-06-22,Completed,20
O000613,C01505,2026-02-02,Completed,10
O000614,C01020,2026-06-17,Completed,0
O000615,C00531,2026-01-06,Cancelled,5
O000616,C01743,2026-07-16,Completed,5
O000617,C01129,2026-08-08,Completed,0
O000618,C01772,2025-08-28,Completed,30
O000619,C01427,2025-10-24,Completed,0
O000620,C00666,2026-08-04,Completed,10
O000621,C01894,2026-05-22,Completed,15
O000622,C00762,2025-10-03,Completed,20
O000623,C00756,2026-07-01,Completed,5
O000624,C00133,2025-10-13,Completed,0
O000625,C00410,2025-10-05,Cancelled,20
O000626,C01139,2026-05-12,Completed,0
O000627,C01799,2026-05-07,Completed,5
O000628,C00297,2026-05-01,Completed,0
O000629,C00197,2025-09-17,Completed,15
O000630,C00544,2026-05-23,Completed,5
O000631,C01885,2025-05-13,Completed,15
O000632,C00553,2026-05-23,Completed,20
O000633,C01714,2026-04-09,Completed,0
O000634,C01220,2026-04-18,Completed,20
O000635,C00670,2026-05-10,Completed,10
O000636,C01178,2026-04-09,Completed,5
O000637,C00276,2026-07-08,Completed,10
O000638,C00505,2025-06-19,Completed,5
O000639,C00675,2026-03-06,Completed,10
O000640,C01986,2026-07-04,Completed,10
O000641,C01045,2026-03-10,Completed,15
O000642,C00029,2026-06-22,Completed,0
O000643,C00869,2026-05-15,Completed,0
O000644,C00838,2026-05-24,Completed,0
O000645,C00959,2025-05-27,Completed,0
O000646,C00879,2025-07-07,Completed,5
O000647,C00449,2026-06-18,Completed,20
O000648,C01523,2025-09-26,Completed,0
O000649,C01059,2026-05-05,Completed,0
O000650,C01049,2026-01-26,Completed,30
O000651,C01869,2026-06-13,Completed,5
O000652,C01220,2026-06-03,Completed,5
O000653,C01815,2026-06-22,Cancelled,0
O000654,C00763,2025-06-03,Completed,30
O000655,C01467,2026-02-07,Completed,0
O000656,C00762,2026-03-05,Completed,5
O000657,C00794,2026-01-04,Completed,15
O000658,C01890,2026-07-20,Completed,10
O000659,C01117,2026-05-15,Completed,0
O000660,C01289,2026-06-09,Completed,0
